	ratio	nifH type	env type	Organism
SRR10759550	100.0	FL	marine	marine metagenome
SRR10759555	100.0	FL	marine	marine metagenome
SRR10759570	100.0	FL	marine	marine metagenome
SRR10759573	0.0	FL	marine	marine metagenome
SRR10759574	100.0	FL	marine	marine metagenome
SRR10759575	100.0	FL	marine	marine metagenome
SRR10759577	100.0	FL	marine	marine metagenome
SRR10759583	100.0	FL	marine	marine metagenome
SRR10759584	100.0	FL	marine	marine metagenome
SRR10759585	100.0	FL	marine	marine metagenome
SRR10759590	100.0	FL	marine	marine metagenome
SRR10759591	0.0	FL	marine	marine metagenome
SRR10759601	100.0	FL	marine	marine metagenome
SRR10759620	100.0	FL	marine	marine metagenome
SRR10759647	100.0	FL	marine	marine metagenome
SRR10759676	18.877551020408177	FL	marine	marine metagenome
SRR8234897	100.0	FL	soil	soil metagenome
SRR8234898	100.0	FL	soil	soil metagenome
SRR8234900	40.625	FL	soil	soil metagenome
SRR8234901	100.0	FL	soil	soil metagenome
SRR7738393	100.0	FL	soil	mine tailings metagenome
SRR7738398	74.79674796747967	FL	soil	mine tailings metagenome
SRR7738399	100.0	FL	soil	mine tailings metagenome
SRR7738410	100.0	FL	soil	mine tailings metagenome
SRR7738411	100.0	FL	soil	mine tailings metagenome
SRR7738412	100.0	FL	soil	mine tailings metagenome
SRR6676321	100.0	FL	plant	phyllosphere metagenome
SRR6676325	0.0	FL	plant	phyllosphere metagenome
SRR6676326	100.0	FL	plant	phyllosphere metagenome
SRR6676327	0.0	FL	plant	phyllosphere metagenome
SRR6676329	100.0	FL	plant	phyllosphere metagenome
SRR6676332	100.0	FL	plant	phyllosphere metagenome
SRR6676334	100.0	FL	plant	phyllosphere metagenome
SRR6676335	100.0	FL	plant	phyllosphere metagenome
SRR6676336	100.0	FL	plant	phyllosphere metagenome
SRR6676337	100.0	FL	plant	phyllosphere metagenome
SRR6676338	100.0	FL	plant	phyllosphere metagenome
SRR6676340	100.0	FL	plant	phyllosphere metagenome
SRR6676341	100.0	FL	plant	phyllosphere metagenome
SRR6676342	100.0	FL	plant	phyllosphere metagenome
SRR6676343	100.0	FL	plant	phyllosphere metagenome
SRR6676344	100.0	FL	plant	phyllosphere metagenome
SRR6676345	100.0	FL	plant	phyllosphere metagenome
SRR6676346	72.91666666666666	FL	plant	phyllosphere metagenome
SRR6676348	100.0	FL	plant	phyllosphere metagenome
SRR8233769	0.0	FL	soil	soil metagenome
SRR8233771	100.0	FL	soil	soil metagenome
SRR8233772	100.0	FL	soil	soil metagenome
SRR4320643	41.8206913106097	FL	soil	soil metagenome
SRR1791530	0.0	FL	soil	soil metagenome
SRR1791532	36.01756954612006	FL	soil	soil metagenome
SRR1791533	0.0	FL	soil	soil metagenome
SRR1791534	70.37037037037037	FL	soil	soil metagenome
SRR9589913	0.0	FL	plant	plant metagenome
SRR9589914	85.4178145087236	FL	plant	plant metagenome
SRR9589915	81.3625971650663	FL	plant	plant metagenome
SRR9589916	44.661508704061895	FL	plant	plant metagenome
SRR9589917	48.81465517241378	FL	plant	plant metagenome
SRR9589918	45.53672316384181	FL	plant	plant metagenome
SRR9589919	50.32131880413523	FL	plant	plant metagenome
SRR9589920	0.0	FL	plant	plant metagenome
SRR9589921	31.526271893244374	FL	plant	plant metagenome
SRR9589922	7.339878447872837	FL	plant	plant metagenome
SRR9589923	4.2837402118839245	FL	plant	plant metagenome
SRR9589924	10.658545869813473	FL	plant	plant metagenome
SRR9589925	4.780641353531379	FL	plant	plant metagenome
SRR9589926	42.42148384160219	FL	plant	plant metagenome
SRR9589927	67.33858745074265	FL	plant	plant metagenome
SRR9589928	0.0	FL	plant	plant metagenome
SRR9589929	13.710247349823323	FL	plant	plant metagenome
SRR9589930	48.467322151532684	FL	plant	plant metagenome
SRR9589931	30.303030303030305	FL	plant	plant metagenome
SRR9589932	0.0	FL	plant	plant metagenome
SRR9589933	9.018228333866322	FL	plant	plant metagenome
SRR9589934	44.6826280623608	FL	plant	plant metagenome
SRR9589935	25.069416898056325	FL	plant	plant metagenome
SRR9589936	31.818181818181813	FL	plant	plant metagenome
SRR5814033	0.0	FL	marine	marine metagenome
SRR5814035	0.0	FL	marine	marine metagenome
SRR5814103	0.0	FL	marine	marine metagenome
SRR5814104	0.0	FL	marine	marine metagenome
SRR5814106	0.0	FL	marine	marine metagenome
SRR5814107	0.0	FL	marine	marine metagenome
SRR5814108	0.0	FL	marine	marine metagenome
SRR5814112	100.0	FL	marine	marine metagenome
SRR5814164	0.0	FL	marine	marine metagenome
SRR5814165	0.0	FL	marine	marine metagenome
SRR11032350	0.0	FL	marine	seawater metagenome
SRR11032353	100.0	FL	marine	seawater metagenome
SRR11032359	100.0	FL	marine	seawater metagenome
SRR11032365	0.0	FL	marine	seawater metagenome
SRR11032393	0.0	FL	marine	seawater metagenome
SRR11032396	100.0	FL	marine	seawater metagenome
SRR11032398	100.0	FL	marine	seawater metagenome
SRR11032399	0.0	FL	marine	seawater metagenome
SRR11032407	0.0	FL	marine	seawater metagenome
SRR11032408	0.0	FL	marine	seawater metagenome
SRR11032410	0.0	FL	marine	seawater metagenome
SRR11032413	0.0	FL	marine	seawater metagenome
SRR9225727	0.0	FL	soil	soil metagenome
SRR9225728	0.0	FL	soil	soil metagenome
SRR9225730	0.0	FL	soil	soil metagenome
SRR9225735	0.0	FL	soil	soil metagenome
SRR6854297	100.0	FL	soil	soil metagenome
SRR6854298	20.000000000000007	FL	soil	soil metagenome
SRR6854300	0.0	FL	soil	soil metagenome
SRR6854301	100.0	FL	soil	soil metagenome
SRR6854305	0.0	FL	soil	soil metagenome
SRR6854308	0.0	FL	soil	soil metagenome
SRR6854309	0.0	FL	soil	soil metagenome
SRR6854310	0.0	FL	soil	soil metagenome
SRR6854315	0.0	FL	soil	soil metagenome
SRR6854316	0.0	FL	soil	soil metagenome
SRR6854325	100.0	FL	soil	soil metagenome
SRR6854329	0.0	FL	soil	soil metagenome
SRR6854330	100.0	FL	soil	soil metagenome
SRR6854332	100.0	FL	soil	soil metagenome
SRR6854338	0.0	FL	soil	soil metagenome
SRR6854340	0.0	FL	soil	soil metagenome
SRR6854342	0.0	FL	soil	soil metagenome
SRR6854343	76.5625	FL	soil	soil metagenome
SRR6854344	36.25730994152047	FL	soil	soil metagenome
SRR6854358	0.0	FL	soil	soil metagenome
SRR6854375	0.0	FL	soil	soil metagenome
SRR6854376	0.0	FL	soil	soil metagenome
SRR6854378	100.0	FL	soil	soil metagenome
SRR6854380	0.0	FL	soil	soil metagenome
SRR6854386	0.0	FL	soil	soil metagenome
SRR6854387	0.0	FL	soil	soil metagenome
SRR6854395	100.0	FL	soil	soil metagenome
SRR6854398	100.0	FL	soil	soil metagenome
SRR6854399	37.81512605042017	FL	soil	soil metagenome
SRR6854401	29.508196721311474	FL	soil	soil metagenome
SRR6854404	73.33333333333333	FL	soil	soil metagenome
SRR6854405	41.50943396226415	FL	soil	soil metagenome
SRR6854406	0.0	FL	soil	soil metagenome
SRR6854407	100.0	FL	soil	soil metagenome
SRR6854408	100.0	FL	soil	soil metagenome
SRR6854409	100.0	FL	soil	soil metagenome
SRR6854410	100.0	FL	soil	soil metagenome
SRR6854411	7.692307692307692	FL	soil	soil metagenome
SRR6854413	0.0	FL	soil	soil metagenome
SRR6854414	100.0	FL	soil	soil metagenome
SRR6854415	0.0	FL	soil	soil metagenome
SRR6854417	100.0	FL	soil	soil metagenome
SRR6854418	100.0	FL	soil	soil metagenome
SRR6854427	50.980392156862756	FL	soil	soil metagenome
SRR6854429	34.020618556701024	FL	soil	soil metagenome
SRR6854430	66.34615384615385	FL	soil	soil metagenome
SRR6854431	100.0	FL	soil	soil metagenome
SRR6854432	100.0	FL	soil	soil metagenome
SRR6854433	100.0	FL	soil	soil metagenome
SRR6854434	92.71523178807946	FL	soil	soil metagenome
SRR6854435	100.0	FL	soil	soil metagenome
SRR6854436	78.10218978102189	FL	soil	soil metagenome
SRR6854441	100.0	FL	soil	soil metagenome
SRR6854442	86.73469387755102	FL	soil	soil metagenome
SRR6854443	100.0	FL	soil	soil metagenome
SRR6854445	100.0	FL	soil	soil metagenome
SRR6854446	100.0	FL	soil	soil metagenome
SRR6854447	100.0	FL	soil	soil metagenome
SRR6854448	100.0	FL	soil	soil metagenome
SRR6854449	100.0	FL	soil	soil metagenome
SRR6854458	0.0	FL	soil	soil metagenome
SRR6854461	62.337662337662344	FL	soil	soil metagenome
SRR6854462	100.0	FL	soil	soil metagenome
SRR6854463	100.0	FL	soil	soil metagenome
SRR6854464	79.51807228915662	FL	soil	soil metagenome
SRR6854465	0.0	FL	soil	soil metagenome
SRR6854467	100.0	FL	soil	soil metagenome
SRR6854468	49.12280701754386	FL	soil	soil metagenome
SRR6854469	0.0	FL	soil	soil metagenome
SRR6854471	100.0	FL	soil	soil metagenome
SRR6854472	0.0	FL	soil	soil metagenome
ERR1279310	0.0	FL	soil	soil metagenome
ERR1279315	100.0	FL	soil	soil metagenome
ERR1279317	0.0	FL	soil	soil metagenome
ERR1279320	0.0	FL	soil	soil metagenome
SRR6439319	0.0	FL	soil	soil metagenome
SRR6439320	0.0	FL	soil	soil metagenome
SRR6439321	1.0771113831089347	FL	soil	soil metagenome
SRR6439322	4.317789291882557	FL	soil	soil metagenome
SRR6439323	32.95128939828081	FL	soil	soil metagenome
SRR6439324	1.945181255526083	FL	soil	soil metagenome
SRR6439325	0.0	FL	soil	soil metagenome
SRR6439326	2.1003500583430568	FL	soil	soil metagenome
SRR6439327	0.6582884500299221	FL	soil	soil metagenome
SRR6439328	0.8238276299112798	FL	soil	soil metagenome
SRR6439329	3.7889039242219216	FL	soil	soil metagenome
SRR6439330	0.0	FL	soil	soil metagenome
SRR6439331	2.653190145293745	FL	soil	soil metagenome
SRR6439332	7.16577540106952	FL	soil	soil metagenome
SRR6439333	43.47826086956521	FL	soil	soil metagenome
SRR6439334	10.833333333333332	FL	soil	soil metagenome
SRR6439335	12.781954887218047	FL	soil	soil metagenome
SRR6439336	8.064516129032256	FL	soil	soil metagenome
SRR6439337	4.122562674094708	FL	soil	soil metagenome
SRR6439338	3.951890034364261	FL	soil	soil metagenome
SRR6439339	0.0	FL	soil	soil metagenome
SRR6439340	0.0	FL	soil	soil metagenome
SRR6439341	0.0	FL	soil	soil metagenome
SRR6439342	0.0	FL	soil	soil metagenome
SRR11784076	0.0	FL	marine	marine metagenome
SRR11784077	0.0	FL	marine	marine metagenome
SRR11784082	0.0	FL	marine	marine metagenome
SRR7056033	0.0	FL	soil	soil metagenome
SRR7056034	100.0	FL	soil	soil metagenome
SRR7056036	0.0	FL	soil	soil metagenome
SRR7056040	0.0	FL	soil	soil metagenome
SRR7056043	0.0	FL	soil	soil metagenome
SRR7056044	0.0	FL	soil	soil metagenome
SRR7795354	0.0	FL	soil	soil metagenome
SRR7795356	0.0	FL	soil	soil metagenome
ERR181423	0.0	FL	soil	soil metagenome
ERR181424	45.99999999999999	FL	soil	soil metagenome
ERR181425	0.0	FL	soil	soil metagenome
SRR12322880	77.14285714285714	FL	soil	soil metagenome
SRR12322879	81.53846153846153	FL	soil	soil metagenome
SRR12322887	66.9172932330827	FL	soil	soil metagenome
SRR12322878	70.37037037037037	FL	soil	soil metagenome
SRR12322883	21.746575342465828	FL	soil	soil metagenome
SRR12322886	79.72027972027973	FL	soil	soil metagenome
SRR12322881	29.733520336606013	FL	soil	soil metagenome
SRR12322889	84.46601941747578	FL	soil	soil metagenome
SRR12322882	24.483306836247962	FL	soil	soil metagenome
SRR12322885	57.22543352601156	FL	soil	soil metagenome
SRR12322890	81.26721763085398	FL	soil	soil metagenome
SRR12322884	77.46478873239434	FL	soil	soil metagenome
SRR6299285	67.09576138147565	FL	others	metagenome
SRR6299286	77.53866845998655	FL	others	metagenome
SRR6299287	69.9531737773153	FL	others	metagenome
ERR701625	40.667808219178085	FL	others	metagenome
ERR701626	35.05747126436781	FL	others	metagenome
ERR701627	100.0	FL	others	metagenome
ERR701628	67.88581623550401	FL	others	metagenome
ERR701629	50.05246589716684	FL	others	metagenome
ERR701630	30.73394495412844	FL	others	metagenome
ERR701692	3.276353276353277	FL	others	metagenome
ERR701693	0.5988023952095808	FL	others	metagenome
ERR701694	57.44416873449132	FL	others	metagenome
ERR701695	70.58823529411765	FL	others	metagenome
ERR701696	22.838499184339312	FL	others	metagenome
ERR701697	27.027027027027028	FL	others	metagenome
ERR701698	37.40219092331768	FL	others	metagenome
ERR701699	13.882863340563995	FL	others	metagenome
ERR701700	26.7480577136515	FL	others	metagenome
ERR701701	6.688417618270799	FL	others	metagenome
SRR3898634	100.0	FL	marine	marine metagenome
SRR3898636	0.0	FL	marine	marine metagenome
SRR3898637	100.0	FL	marine	marine metagenome
SRR3898638	100.0	FL	marine	marine metagenome
SRR3898639	0.0	FL	marine	marine metagenome
SRR3898640	100.0	FL	marine	marine metagenome
SRR3898641	95.31680440771349	FL	marine	marine metagenome
SRR3898642	100.0	FL	marine	marine metagenome
SRR3898643	100.0	FL	marine	marine metagenome
SRR3898645	0.0	FL	marine	marine metagenome
SRR3898647	100.0	FL	marine	marine metagenome
SRR3898648	61.18881118881119	FL	marine	marine metagenome
SRR3898649	44.29502852485736	FL	marine	marine metagenome
SRR3898653	1.8609658566594898	FL	marine	marine metagenome
SRR3898654	0.0	FL	marine	marine metagenome
SRR3898655	0.0	FL	marine	marine metagenome
SRR3898656	0.5344094230559493	FL	marine	marine metagenome
SRR3898657	0.0	FL	marine	marine metagenome
SRR3898662	0.0	FL	marine	marine metagenome
SRR3898665	67.83124588002637	FL	marine	marine metagenome
SRR3898666	0.0	FL	marine	marine metagenome
SRR3898667	100.0	FL	marine	marine metagenome
SRR3898668	3.530127814972612	FL	marine	marine metagenome
SRR3898669	18.22222222222222	FL	marine	marine metagenome
SRR3898670	97.58771929824562	FL	marine	marine metagenome
SRR12471052	100.0	FL	soil	soil metagenome
SRR12471053	72.76785714285714	FL	soil	soil metagenome
SRR12471054	42.4390243902439	FL	soil	soil metagenome
SRR12471055	68.68512110726644	FL	soil	soil metagenome
SRR12471056	86.92098092643052	FL	soil	soil metagenome
SRR12471057	77.21280602636534	FL	soil	soil metagenome
SRR12471058	50.416666666666664	FL	soil	soil metagenome
SRR12471059	76.66666666666667	FL	soil	soil metagenome
SRR12471060	65.17311608961303	FL	soil	soil metagenome
SRR12471061	90.19607843137256	FL	soil	soil metagenome
SRR12471062	0.0	FL	soil	soil metagenome
SRR12471063	38.750000000000014	FL	soil	soil metagenome
SRR12471064	0.0	FL	soil	soil metagenome
SRR12471065	100.0	FL	soil	soil metagenome
SRR12471066	100.0	FL	soil	soil metagenome
SRR12471067	100.0	FL	soil	soil metagenome
SRR12471068	0.0	FL	soil	soil metagenome
SRR12471069	0.0	FL	soil	soil metagenome
SRR12471070	0.0	FL	soil	soil metagenome
SRR12471071	84.07350689127107	FL	soil	soil metagenome
SRR12471072	88.8888888888889	FL	soil	soil metagenome
SRR12471073	100.0	FL	soil	soil metagenome
SRR12471074	15.708812260536398	FL	soil	soil metagenome
SRR12471075	54.929577464788736	FL	soil	soil metagenome
SRR12471076	0.0	FL	soil	soil metagenome
SRR12471077	0.0	FL	soil	soil metagenome
SRR12471078	0.0	FL	soil	soil metagenome
SRR12471079	100.0	FL	soil	soil metagenome
SRR12471080	86.1111111111111	FL	soil	soil metagenome
SRR12471081	100.0	FL	soil	soil metagenome
SRR12471082	100.0	FL	soil	soil metagenome
SRR12471084	100.0	FL	soil	soil metagenome
SRR12471085	0.0	FL	soil	soil metagenome
SRR12471086	83.38658146964856	FL	soil	soil metagenome
SRR12471087	100.0	FL	soil	soil metagenome
SRR12471088	100.0	FL	soil	soil metagenome
SRR12471089	53.84615384615385	FL	soil	soil metagenome
SRR12471091	0.0	FL	soil	soil metagenome
SRR12471092	0.0	FL	soil	soil metagenome
SRR12471093	0.0	FL	soil	soil metagenome
SRR12471094	0.0	FL	soil	soil metagenome
SRR12471095	93.33333333333333	FL	soil	soil metagenome
SRR12471096	0.0	FL	soil	soil metagenome
SRR12471097	0.0	FL	soil	soil metagenome
SRR12471098	0.0	FL	soil	soil metagenome
SRR12471099	0.0	FL	soil	soil metagenome
SRR12471100	2.272727272727273	FL	soil	soil metagenome
SRR12471101	67.77251184834124	FL	soil	soil metagenome
SRR12471102	63.747810858143616	FL	soil	soil metagenome
SRR12471103	100.0	FL	soil	soil metagenome
SRR12471104	32.83582089552239	FL	soil	soil metagenome
SRR12471105	0.0	FL	soil	soil metagenome
SRR12471107	0.0	FL	soil	soil metagenome
SRR12471108	0.0	FL	soil	soil metagenome
SRR12471111	0.0	FL	soil	soil metagenome
SRR12471112	46.35568513119533	FL	soil	soil metagenome
SRR12471113	100.0	FL	soil	soil metagenome
SRR12471114	0.0	FL	soil	soil metagenome
SRR12471115	56.05633802816901	FL	soil	soil metagenome
SRR12471116	55.44554455445544	FL	soil	soil metagenome
SRR12471117	0.0	FL	soil	soil metagenome
SRR12471118	79.18088737201366	FL	soil	soil metagenome
SRR12471119	79.51564076690212	FL	soil	soil metagenome
SRR12471120	88.0952380952381	FL	soil	soil metagenome
SRR12471121	88.04537521815008	FL	soil	soil metagenome
SRR12471122	84.61538461538461	FL	soil	soil metagenome
SRR12471123	79.0352504638219	FL	soil	soil metagenome
SRR12471124	0.0	FL	soil	soil metagenome
SRR12471125	100.0	FL	soil	soil metagenome
SRR12471126	78.32369942196532	FL	soil	soil metagenome
SRR12471127	74.1025641025641	FL	soil	soil metagenome
SRR12471128	100.0	FL	soil	soil metagenome
SRR12471129	62.768496420047725	FL	soil	soil metagenome
SRR12471130	86.83035714285714	FL	soil	soil metagenome
SRR12471131	82.51748251748252	FL	soil	soil metagenome
SRR12471132	86.5546218487395	FL	soil	soil metagenome
SRR12471133	93.68863955119214	FL	soil	soil metagenome
SRR12471134	72.93233082706767	FL	soil	soil metagenome
SRR12471135	74.88372093023256	FL	soil	soil metagenome
SRR12471136	0.0	FL	soil	soil metagenome
SRR12471137	72.46376811594203	FL	soil	soil metagenome
SRR12471138	100.0	FL	soil	soil metagenome
SRR12471139	0.0	FL	soil	soil metagenome
SRR12471140	0.0	FL	soil	soil metagenome
SRR12471141	0.0	FL	soil	soil metagenome
SRR12471142	0.0	FL	soil	soil metagenome
SRR12471144	0.0	FL	soil	soil metagenome
SRR12471145	3.971119133574007	FL	soil	soil metagenome
SRR12471146	0.0	FL	soil	soil metagenome
SRR12471147	14.814814814814813	FL	soil	soil metagenome
SRR12471148	31.8918918918919	FL	soil	soil metagenome
SRR12471149	51.42857142857144	FL	soil	soil metagenome
SRR12471150	56.06936416184971	FL	soil	soil metagenome
SRR12471151	49.792531120331944	FL	soil	soil metagenome
SRR12471152	80.63380281690141	FL	soil	soil metagenome
SRR12471153	79.50819672131149	FL	soil	soil metagenome
SRR12471154	0.0	FL	soil	soil metagenome
SRR12471155	0.0	FL	soil	soil metagenome
SRR12471156	0.0	FL	soil	soil metagenome
SRR12471157	100.0	FL	soil	soil metagenome
SRR12471158	100.0	FL	soil	soil metagenome
SRR12471160	72.57142857142857	FL	soil	soil metagenome
SRR12471161	71.30434782608695	FL	soil	soil metagenome
SRR12471164	69.42949407965554	FL	soil	soil metagenome
SRR12471165	82.36754966887416	FL	soil	soil metagenome
SRR12471166	78.78260869565217	FL	soil	soil metagenome
SRR12471167	0.0	FL	soil	soil metagenome
SRR12471168	100.0	FL	soil	soil metagenome
SRR12471169	73.33333333333333	FL	soil	soil metagenome
SRR12471170	100.0	FL	soil	soil metagenome
SRR12471171	41.17647058823529	FL	soil	soil metagenome
SRR12471172	0.0	FL	soil	soil metagenome
SRR12471173	80.0	FL	soil	soil metagenome
SRR12471174	73.91304347826086	FL	soil	soil metagenome
SRR12471175	92.97912713472486	FL	soil	soil metagenome
SRR12471176	59.021406727828754	FL	soil	soil metagenome
SRR12471177	63.06620209059233	FL	soil	soil metagenome
SRR12471178	86.62952646239555	FL	soil	soil metagenome
SRR12471179	48.67724867724868	FL	soil	soil metagenome
SRR12471182	75.93984962406014	FL	soil	soil metagenome
SRR12471183	32.967032967032964	FL	soil	soil metagenome
SRR12471185	100.0	FL	soil	soil metagenome
SRR12471186	100.0	FL	soil	soil metagenome
SRR12471187	0.0	FL	soil	soil metagenome
SRR12471188	0.0	FL	soil	soil metagenome
SRR12471189	80.0	FL	soil	soil metagenome
SRR12471190	92.35880398671095	FL	soil	soil metagenome
SRR12471191	45.27736131934033	FL	soil	soil metagenome
SRR12471192	57.42424242424242	FL	soil	soil metagenome
SRR12471193	96.52448657187995	FL	soil	soil metagenome
SRR12471194	65.52511415525115	FL	soil	soil metagenome
SRR12471195	45.41120381406436	FL	soil	soil metagenome
SRR12471196	60.060060060060074	FL	soil	soil metagenome
SRR12471197	57.69603097773476	FL	soil	soil metagenome
SRR12471198	49.16286149162861	FL	soil	soil metagenome
SRR12471199	36.156351791530945	FL	soil	soil metagenome
SRR12471200	69.96098829648896	FL	soil	soil metagenome
SRR12471201	56.96202531645569	FL	soil	soil metagenome
